FileID,Audio Duration
030ed37e6fd574d84c7594b15fe0f2b9803d6bf5b72a8fb484f7abf88f2f1e6b.wav,4.18
11379faaab12ea7223d0de6f87700ba50dbf95f7dbdd7edf177f58804ea27b50.wav,4.46
148984aa81f2973711efb4c5741074c798eba59537d53b1ba9662c4a399165c6.wav,3.46
1ac79927d3021910b5802e6ad7472a4a1871e2f8bd364d5cc69058bf007ac568.wav,2.88
2b81afaf9c7078bc6f3724fe451c246a20c63b5bb9e3d44a3097e969c7b35744.wav,4.21
11c4d6f3bee8c4f78f65670704ce7f2fbecf6477b71e7e383c5cf817b42ca33a.wav,5.18
2b77fbb3ae07d0e1d81aa41eb0395bb9095de4674ad11f0bc577d7362c4c9bef.wav,7.13
369601d51b3b05a91292a8cf474e45fc0861d9567c68ff85be6796cc3f986462.wav,5.4
05793898edaeb1f1a733977b3a61ebf9d1bd4e1120a889e90e3d1d2ae5496006.wav,2.99
20f3c3e547166f028a81bcf4966db87fc8ccd885b4faea8105fc3d778f752136.wav,4.36
1213286e182a8faf75b6e98e8671a0f86a4ab865122fbf57e50c10378f725e51.wav,4.28
1a2a60a9d39187a38ee804439f47046bde3905318b69c297d39fb95d5cc50063.wav,8.1
0b42213416027c393024ffd0541c02f406aa6b340d22d28e3d33160126d9a603.wav,6.23
3216fa67a7536d24929e264a9addaf989c3384a397c57af584a63b8bf1b56de8.wav,3.42
1e40e3be35098ee44ee9a038e07136b486dfc9d0839506f3ab3885a1e9643e26.wav,3.89
01b6ee676eae87a7348f23195a8efa920ec65f60871ba9ad3d0613c584e23b79.wav,6.77
17dc3b09422487d09b516b53dc2bf90d5211bfddfba8f2d40a8fcea3d48b1a12.wav,3.28
0aee03f94f5bf507b3c1aea5276b23f2bfcc70478310ba9c1df6282dc0fa4c2f.wav,5.58
1b8f9771c356d173a605824e79c53756cce29cafa8c407a1ef36d48857edded7.wav,6.7
1f8f7101b442d0f07f1f168a048e4ed7dc1404886fe41f98f5a08a044f352a70.wav,3.89
1557ea33d0b61c8a5bc98629ea65de7e1dbe59aefc786970ff88a9db2f5d0153.wav,4.61
00af138e733b1e5bf98a81714cb125204260dc46631691da1d3a8fccee5de0f3.wav,5.9
309b15bd1782b472abb488be704dce4d117e7a4c0d7cb1b26a3b46ff26092bab.wav,3.46
0a8d25ebd2976ac3d9942f66c230e91cb4c30c9c63e7f53482d219abb212428d.wav,5.33
301769f4cf9414f52587af582269c77599e1c831b95cdc7decc8de34d9cb4940.wav,3.6
02a5d7cd543b81d4e88c154822a9d7a1557067cedc2cbbf48ec2c50f8644d659.wav,4.86
2c8474ad26bcb74ab903b7209aad90a09bb1a8e5ba81b96c9125150a08d4027e.wav,3.64
0ee62196bfbb81426102938f6cd60adf31e5b21956ba1c2dddfd5aa9eeff300f.wav,4.0
261d5bdfb6cd20f0001c263a7118f8c11e72ebdf9488b84e3e60ebe7702f9310.wav,3.82
076fc116d5f7cf8ff97ec9b375c4c40e60a4a9641a677fdab98ce5915416320a.wav,6.7
1f29e9af1f8e1f0e8d7645dce34cedc1a1fec4a1668e5093fb55d9a631e36403.wav,3.35
0876716dd824545a6f6bade729c346705647ce9a532b68f023d7226a529158a9.wav,5.65
0f7d32a95ee968ecf38bbfb58ef55c78ceaf4370a4886b9226542f2d4ca9b364.wav,3.74
24d5924004839c1ce055d9a66dea067de2afd3f5b5969ad6b305e453fbddc952.wav,7.31
0b74158ca10f449ada500851f2c5f847735a661c0987889ded4ae32a3d9bdb8e.wav,4.5
1cd9c958efc0b58676ee08e2f83e12dec2e167fd1f6dd43c242e7f06e813494c.wav,5.4
03b48b343ffe0f705160c31bbb1c8e1f478f235615635dacc28c298313cd0d2e.wav,3.89
2cf323784487aafe79e03c008909e9a64407b0218df6f36f2e31972528d30713.wav,5.69
1aaae1bd80e92da6701c97d2f09146c92adc92508efc61e4d8ed0c1156ef7ff6.wav,4.36
0f932892964266f09725007da9091398c0f0d0af01d04d755cf5883decab0936.wav,4.61
0de7789c012c112e668bc7474ef12f37cfb1a8b02ca9a8392a4ef54e72aea3a3.wav,2.88
0576c5ea5ef7b7de6d53daf26d085b507cabf65bda68a60ecc58d2661f16c970.wav,5.76
1f4d7d78d9d1ca62a74da05248d6a4e90c3afe9452c220bc9ee3ac4eb9a58368.wav,3.82
0596835d430178965d68612a411fb5d81fc72340c9fb264d88524642fd76e244.wav,5.22
23c9807002ed8928667b935c21124b923e59b8b6010d535e930387a420a5301f.wav,3.71
30bf70732ee7ea0c157f9871a80c1980de3f7f9db7812e47a1cc048db2aa47be.wav,5.08
1d6abc4b4e3f46c34e5707b469d979d05610d9d0c7571a5a0e6b84a75897ad10.wav,3.06
22a52a4b9c6255210f2fe18946577c970e6ba2b81b28c28fdc9c68fe53dde4cb.wav,5.44
34f0f77b1aaa8106fda4e470b5881828472260bfbc4109851d3e6f9c16e5e4be.wav,4.68
266f805918bcc2d5928785922e58936eaffa772a435f38fe05e1b83c9df0c669.wav,4.14
0547fb768494086535da0d7f761e7a698d15c44743e091e9fe7d17e763709bd6.wav,7.31
228983b496636dff382093a1ea56018e3a79ab45bc7555d04eafaa859182b9f9.wav,4.5
211c8ad3d07c3b93cff82f14bf55b9cf7e1a1b430ba4ce0f9cf46a8e60e4747b.wav,4.25
052216ba5d022143b69881f0b236ecfc1c5133a633231b68bdfd3bd2d89192da.wav,4.72
150ac2dd074d5cfad1f9bf5587aa63f60bab3418b77b320730cdf3a03b0aa649.wav,5.33
08abcb42bac3d264aae166dca3542f7b266e7aad9246be3911e088b43fb7f8b4.wav,5.72
1abf7078616dcd24413a69a8e2bc1caff2638c03d0b5dbb1214b285f20ba404e.wav,4.43
00e94e8c9aea59a07379a61310cdc116148a9f03dfb1de8f3f64342793138fd1.wav,5.4
0aed47d05442f6f674cfe7408f7ca581840d6508a96efa8df58115c3014d57fc.wav,3.31
15674877d80cb4f252b339f1410567f859c75d308b5dd443304a102ba0d824f7.wav,5.58
0caa80e64d5ab5f642038552973979fc159f367a49b772038e80fc919ee722c0.wav,4.18
09bab84c6ea13fcf3426fcd988fff90b2f0642038f5d1507db0c26abe5656d40.wav,5.58
150757474df5ccd8f80637535711b9513f140263a359dd15ea6fb2b881c33c01.wav,2.92
0802329d1412af2b31c46e3d76b85cb1566129a49eb7f12053a9d2d4ef741c40.wav,3.78
0feee1524fed7963c2cc340954bb55bf98382dd46c143feb824e29e3e48bb59b.wav,5.4
1ce99eeee54751323ea305bfbd5391ded4b43522d9a6ea727ef37ebe6dbf59bc.wav,5.08
32cb15770ee159b67434b1b3a867abae26b5a9bf71d75881f28d1ab151d4a9e5.wav,5.08
0e71379073cc7788dcd4e95adc2ef98d9f8d905021e4ed86b981366f2d4365b9.wav,4.32
032778fdc725a6f80ef34b3738c58ff2fe9ab8128e79aedbf75a153af5bf2b25.wav,3.64
229d373cf6cb673c08d9efd2adc2a7481aba9fd05c68b1152f47731c4724bb8a.wav,3.38
13122b083f7432621ddd43b2cfe34f4c22a9b3d0500f22504f055b0458bb0044.wav,6.05
133b9c658aa9bf81bd53470ba86746175b75ed1ed96127756f3cdef97ab69b88.wav,3.42
0eafe1a0fba0904c678bb804d5484ad7ec42a92e873a5e38cbf0dc8cfccd74ae.wav,2.99
30d8f5570d377738851a63b48a1ea48469ad7beb7b7f4eb877c613b24d80aa62.wav,5.58
0cc888ecaa843318f035cd738be7eed6b5ed2c63c07b4d8b933b38b054976043.wav,4.68
19b5869f891c01cec7c12869f37b6a361e3256edc55bda191c1d2e38b13b6c7e.wav,5.22
2b8532ae106f275c7c000dbd314b1d15848687dca0cfae4e6c5e634fd9aff8eb.wav,5.29
04e1124cf37c4cc185780be61309303bf73170433d56a76839c69830af1e0e0d.wav,5.04
06a78785f2489eab1aab510d0ef1992964f5401c8fa8defddca240ecbd3f2ffa.wav,3.53
121b6845ba8282f9188ed3cb26a4fba7ae92d98aba81edfead9c883d0134db79.wav,9.18
145261be728473cd70e816e4f91e517f079e355f76192e3ea2d1ffcce21972f7_1.wav,3.46
025cba141dc66af1571214d822927ba732c466a7107f7710a3ae8567cba046d0.wav,5.29
2866090edcc106e6f0f11eb52f460d756bdc3589b818a6cd9125f87713f94dcb.wav,4.54
1d986605efc94b0a278810f31d12f16839911253e08311d80e03b4240892a34e.wav,4.68
0ce27a086fe42d3594b36f15d46a77842c2a2af551169099e51df0b3ade0ddc1.wav,5.04
1119089deca2e7882d8ca9ddd96eff28a6d98a9b84d0e783743a71d2501ed6aa.wav,3.31
0c1725a83cb3f1f1453184945ddb7b56022dcd9ae81a9d9b420fbca3fe52478b.wav,3.89
00ed796c42f1d9e7a47d7f6c21644b70c72a6d5cf9f2e8191dcfb365fd87ece4.wav,4.36
2b1ed83fc7497e8ec97ee81dee37fedd0b529066227e7b6153cc524030f9717a.wav,5.76
1a5171741c4ede054e609ae690fdd86ffe9135d038524e13eef95c8b5ba03111.wav,4.64
084f252233095c1d03ea299f15e39d208bc7b34f85f0e98a87ace0a2ad3fe55d.wav,3.64
15f4c3ba72b78406bcb617e66797d73703bca014a15bd2c7fa551ceccaeb8927.wav,5.08
000bd3c0a3016652c29ec09156fb699af6eb8d6c52c2619b483fff59da521f96.wav,3.28
36ab94c19b14117217e97ac490d687387ae8a1808768d97a4b979c15d1546264.wav,3.24
073db91077dfd0f9f32cc60bba5e7ca2ab4e36f84bd408e4d377d418f7bb1f39.wav,4.72
03bc22d82e3bf103a1cc16e55d73cd0e92525cfe7feda91e0a66c2adf5c54721.wav,3.85
2ed0130c11b2a3f20e012543bbb972861e74396946d18798bc30083946514f74.wav,3.74
066e9eb7eaf2e801a5b2f53a6b7ca7c73f37ff85297cec1689772db6031a5b61.wav,7.02
31982bfb538855431405c57c12e304bd72794f7ead5add808403ff46bac91fbd.wav,3.71
2642bef7dcdc3d43f1f8f40c23d33c674bafb21d4fa90fb3fc5d85b6b67c8cf3.wav,3.74
03ad5879bd871daab357a4145115f9775dffd1a25c5b5e6afdf236cc68d9b108.wav,5.44
2bdce68eeccabc4f55a439a6e50e2147cedbe59e588ce445289727a35df746fb.wav,4.28
3413667561d3625fa6960a4a6edb16163529367ebe4ba8e29f4dfb580daaca5d.wav,5.33
152db0862140e50d8d38a7381732faf30828f17e668d6be46dc735549f667b71.wav,4.43
06e4f97d17054449f07c74ab71fae56686c28b098a4ae6f27b6aad827efcedc1.wav,7.27
2bd48631e5a98ca17749ca90c523903bb74ae323281b922840fbf942e2a6973d.wav,5.58
2bfedc39d7979afbb2f3bdfb95659b70da43d4cff042022a01bcb7c5252ea305.wav,3.46
0de2bf941d91c6f8b2d8abdf6cc7f65f189398697492acdfc749cc5d890affc6.wav,4.25
22977d741c61a2ce8200592f080334703f4e2825516e10acb02ae9647f8bc513.wav,2.74
296ce5a6f8d4f48e45f27e7afaf3eb3e53179d4d39fdfa080780bc8a5c9caaeb.wav,3.78
245c2c34dca8dc544e2009f94e9a4a5325f379b971b8ff19a43a78369d513fd9.wav,6.16
2cb19e8f61127dc63c0df2bc5d4912c144cf1c147c0fbd0fcec02eeaf5e77f24.wav,3.35
1071924f64e8d76af92ceaee46262d2304def39701582ae156c54122a588b23c.wav,3.56
1a9470026adb4de3c36222e1a3bc76c8d28ec6ccac7f33025cf529e1bf93395e.wav,4.18
116a28c620a9a386a1afe6a6ba78ff948373d0c8342386b1ce8f96e56a74980c.wav,4.07
26226a0932ee9cb83f60b38e33ca9240dde5c4e7f235e8af31b1a8070371ce61.wav,5.15
0410c4463f61352a428390cc9545de6ae4ff1f567045c45d7dcca483d1353edc.wav,3.38
00024fdf8dfca5dcb0c93dd209bdaaecd2ff5c3d3a41e0b3910d2c7740a8e270.wav,4.32
0b07b1e3ecb75ac37d35e4c94f53762e4e48db45d1a7d396e0c5c291a8007972.wav,5.15
01507af0d054538013ac22d86af98385fd8d9e855fd8414aa6f6320bc211d607.wav,5.04
162d5ff7409b8962af6af6aa25cc69b898ec5188ac91892e4edb83d685124359.wav,6.23
21dbe8f99a8b82d16b89c253c3126f9d1ad9940c843aa014b7fb2de94b75e4cb.wav,4.86
1d464b60b81424c24a28d6a8c5a7d25a56c36c172f6c582a24bf7392af4a3fcb.wav,6.37
1e1933746196751a3bd212ae6eb6858bec12e5d786270e53155d435719996e9c.wav,3.28
0db079efb1087c0861f7a99d157dcc28f9144e09833b4bc9b4c8193497840cd1.wav,6.12
21749d135123fcafa291e841f200e542b88db457ea8b5407c72d0e1220e8ac09.wav,3.53
0480159f9d6528c6048876ed075f4f8b23218c483b87340fa9e1a7c24d0a7611.wav,4.18
056c205b83eab438e01c8897b7985c33a2f540b460912f3baf264f30e80649e4.wav,5.69
367baf7232f742890c4a37d4d99c6d7a3cc8f3383553e9735192e61257cd3d45.wav,9.0
3681037b5eec31322bb051b895b8ebb050d1742eb6a9b4dd6568d9f782347dad.wav,5.62
081c4cb82a08c3e15cb2527384c478fc4bb3b533fbf837caf0f9a6dd6e5d2d56.wav,4.72
29bb594105c808ab6b9078326f3868ac205c339832f7474e91e421860adc0121.wav,3.49
14555d0ad256edf2f44f9034926811bbd0e1650d3ec8babf03f66f6d480e828c.wav,4.25
02bebc9a4638b0609a34f97a81b4ace739be54acf76bf1c8ca635e8ee81b55dc.wav,6.7
0a6c2f0037ee88db00d8814780ba0a0ecc2b4d8d0e8138ce7de9634610782b2d.wav,5.54
1094b228430af8736d75e422c8ca652619ec773c6f310afe584acc7db248e678.wav,7.67
0b07cc305f9a91b9eec2421d7d0aff5f1932505cad79c1d13c89b8b8d950ffa6.wav,5.29
1987293b5fa7cf6220f450c83a2d7b8b183e4c3fea397ae1c4db6b5670ae434a.wav,3.42
1b0f509b2a760fb7ac4c2d782cdd09919417a8616f7747fb53d8c4fe8f0b5dcb.wav,5.04
28c6b866719e6c7c7513013f77eaa5f12f7ae905c9c7725ecf4e6d29e18179d8.wav,4.0
218199a9f9b67c1ae7acceaf0f74074889ec95a21086667faa7e42acc2b9a43c.wav,3.24
2742bec694e718ca9799cc8393b80b9cd76d3e026d9cf904a8cfd90e53084d17.wav,5.04
31bdd85ec0148e8e67777729db9a475dece32a7dd5d1a86f6bb735ba3aafcf27.wav,3.78
1a3c7ae7599dcc4f3fb2072f64c856f918251da5a4b50f87ea40079a48307496.wav,4.97
20490ac19cebce3f21b95d4b3dbd7bd718417aa13df90699eacf8d8337bced3f.wav,3.35
0648a2c7787e458a2db32eb85b3574b5700784a4f0502120cbd1923552afd9fb.wav,7.31
02746fc4f517521f80b88dd828fa5c2ea8040eca1b40b32043b69ce32c75baaa.wav,7.13
0cb1ba3dc36c703a15555d11b6608e25639c63029f822a31f951d8a52cdd20be.wav,3.96
0973f91e41ff4b10110a97739d6e7944cbafc575bcce09abf1eadd89ad69e68e.wav,4.36
07129990d5a420d75a1aec119a2653962b8c858ea20506d095980be5d42c93fd.wav,4.14
06c30193b57409c23fdc83d4c9de943bebf30efbb2af8df868dc939aea986d8b.wav,4.72
1d91f00975a4b63cc4c4bbe037e45c2d3f4e503cee2328ef9b955c74ce4fa133.wav,3.53
132f221014e67eafac04fb8fb5b190eed7dfd23774bb1647bf064c882d4f29ac.wav,4.9
2e634d555464bae2906275ed3c316f9d7d9b28f256e9f64bdee1cc02093cdaf3.wav,3.89
0b4a89dc0e5152d49ffb176a144f89c2b5a94bb860419ebe9e70660ea99c0266.wav,7.27
18bb1ba656135fd15fe7906ba125900a10993838acddcc42220b7e0b6beb9f92.wav,4.43
0e03791cea1d229047302b1be83aaa4e8e7ee6c635d517309df36a2e9d334c82.wav,4.1
21360d539a338b52cdc8490fcc7d38e859999ec8afa655bc31f1f7a53be9a191.wav,5.26
1b2745968b862726b0fb580a277c505f8d7f65cb5d4731f9859fd97f3fe1fde3.wav,3.78
1df3938c9436e4717a30cbb690b949cfe64739fdfc0698428e5dac30da4d8291.wav,5.22
06d3b83959960bcf246684166b41febac8a14f75aa1815e29b440f6276960a50.wav,3.28
0e12f556fb88fd7bb205fce64fa424be379741fd8998f90d4378fe45e0a59b75.wav,5.76
165efbb111d8df80f3648a59c6d9f54373405e3e054a3106204650e548f217d2.wav,3.82
031884624caa87e427a6f5c324eb61bd637fabcf9251c3d5a8cb3b6758ea471a.wav,4.07
0b9841ac69755310b53c6d2b8ab110a00923196dd1a3f6f78600ebb6b2c24885.wav,7.38
069b400800f7ab90379e823295ae2b0bff2d2cfae955bf7133418f35dcef4aeb.wav,3.92
34f888bfac2d2edf2933fc33c2dadf5af9ef1f18c9ef26a27ce81884845489f9.wav,7.2
1138a3832e02c7f1d2c98a17e7f474ba11de52b217513ba9ce77836883acbe0b.wav,7.13
3350a2833edf86faf220d1ae8187e5d3e24f98fff8875a80375a136bcdba5046.wav,4.0
11f5a55d724092e4b17046e7a9535209e875185d1975c8e9907d9c14b5ef0a89.wav,5.54
0232879e21642f3f899e8be36e8f9dac41b1cc142582c43563a35162d59c5e39.wav,5.69
0f73734ab79ea499b015680a57af8ec0d7666a325f656d0cacd0391ddc57014f.wav,4.68
1a8bfaed452bee4a9c727aff47cdbb64f9a7cbea4c4b1e8fbb8525432a7b50da.wav,6.05
281fde6f077346b28ffad8d414e34947eefefd48fcc1e6a3ad2e09850e9032f8.wav,3.13
1fe35d8437da6aa062a85aa4729c4d4596195a9a1e472c6f0104828cdd7f6b36.wav,4.72
061dfe845e644e38c98c8ec5af172636fab7b0f4e90e23200bcc9042a42645d0.wav,5.04
37963b9d16a88e12f10a814d65c9477e068e172c5ba03ce3021e0a7b2a4d0fb2.wav,3.1
0ffc72adb3ea28f02b25cd442516887c1ddba982966784342d323e06687e596d.wav,5.51
2d52651496baf404fafe016206d83b7ddd91e6c8ad133cd4510498c0058f40f7.wav,4.0
366be872b75738f400264beed2678aa0880032c5bc2ec376ac9a8ad33be1e523.wav,4.93
146e07b9fbbef983e52c52574294150b29fcbc31dfe3a8d09178d17f10100873.wav,5.62
0cc36a3b9c38ec77c639064f1508cc733db100234bfec8c4b20fbc8b3a7aa79d.wav,4.5
0039219667afcce449a7496211040173ea2f1b0c2c5010417dd5e07756b6e830.wav,5.76
2deec650a5b675d1476f7975d8092b9be69d4f8f4262bf94ba587ab5aec70bd7.wav,3.74
298991e8918339f1b254e2192750386999ecbe2bd1af414fed4396e386d43de0.wav,4.03
34030c2413e6d7374f37eb6386acd6e3827de2111cc6646071ba8ad63172d244.wav,4.0
0e458edc2f58edb0f69188e1d4724d7285815047561f8cb481d20782807e0e6c.wav,6.26
0d1334719320a7d3fe88136f0f2487eaeeca189f905365aa9f564158df723f40.wav,5.26
01d9975cf39f48b5b30ced840fe182bc3daf8386585d85a5539b992a6f9bdf6c.wav,1.04
06a497819605622717956a47a4f19b4c037d47702cafd1ea4f5cdd4e36f273f6.wav,8.14
268352a29bf22cb351dbf7a080e183553cb3b17a2d012dbd1bcfa2f7047128f6.wav,5.76
0c747863e820012e16e71e4c93c500489414e41c98ab4baf7e15e6d182e97e6f.wav,2.7
1d3d6a73707d18489e4ae23c1593bab2d7c45cde388c32e147b075e6e4cb06db.wav,4.54
0b3bf610b083cdd57f7e6dad08b6f9b8738b0e8448956737375a81751ffbf060.wav,8.64
15a9c1930227832e4cc874dc0fdd8311adf0eb7d83e87954ad7f1aa2f7f594d9.wav,4.0
2033bdbd85bfe5e927251799b4f9d538f8bc03a38f858b166222063f27ea212f.wav,5.51
0525ca2024db7648ec9b530542f7b27b1adc81e958ca3b59eb24f0ed69480e80.wav,4.32
11ac1d6caee643831cc22d5a61fb2828a21272f7bcdc17b261b5691be00da223.wav,3.82
03617a657f2c32b635fe517a9f723ca5794a023d34ef82f037f77edb3c2db9ea.wav,5.26
3413e1ebf32d2a50962331cf6d73421f07244d5f2e6a01291920909b3c48e2c4.wav,4.82
2c703cf59a44e8dc9d232217383abbd21d9c525695c72e1562376bb050b18332.wav,3.53
032d042aaf08771478f15d60b70491aebb47d00a66d2519e4e72771489b5a68d.wav,5.4
09c02181818d0b35319d5bc3805d642a307f789227e19b4002c7fa249403f874.wav,3.89
0b858035aeb341b0dd309dffcf94fb27a1d899a7806bec6ed83e64c7e732124d.wav,6.23
125cca6784a1742f6e39c88076aa83c3abc9304133aeb41510ab1febe78ead61.wav,6.59
00d4bcbab8ac1f309ce28d25f9bff1640f6444e5e4641e6aad877ed050815310.wav,4.79
2710be1edc5b624b028c69984ffbfb4aa759a7ccad7483ffb0a1bb0c46e69cfd.wav,5.11
061683e223e975981fc44e0b32886d1cf5b8018e92cfe3ff2bc9d7a4a3e4e07e.wav,5.33
0b8e421b4d7057adc03fd94f556c47c734b0ec0048a9ad7dea9fb9ecf1806fdf.wav,6.7
0859e04362a3aae6ae28629cd097dc41264f767fc34ac14f9d85da7d1e36b8df.wav,5.4
0a67fa1aa150433c252f0177a31bdd77b338d580a5eba3647e3589fefe16ce2c.wav,6.84
0a1c44227891fb0206d14079ab16d0397072191a65c2647a33da1c245ca614f3.wav,6.41
004d5f8d525e0644d6743ee2c1bf10c8a7ed0e18ed4dd6e68b5abd0d45835569.wav,5.65
34802da8b854727b6dcbdd2eaf1872911a57f9e8ee492b09cfa27ebe91c21506.wav,3.71
0e805230057ff3351a1ea846fa2b093bead80b97925f15cae1e99b70dd788189.wav,3.89
3358afd8aa8c2a69449faf5b8368e7063fc81c39305db22dfbd673637fc855b6.wav,5.98
025dfffb70109147551fe7e51d10648de4a40a78074e76113b8a215e0a82e04e.wav,4.82
3022efcc8a177eeebf115e1dd26fda442ed8e7ac7f5aa421141138d71c8eb277.wav,3.42
2f764673abb3715ea0c12ad4e66305155948d8733b78a8a200cd9505d4dd28f7.wav,5.26
07fb6fd7f87a7e4fbdf75fa523cbefd3b88a76fed6bfe838abb2596cbfaaff9e.wav,5.62
1df61a2d74d3d510257c5e9b52163d740051ee9ea55a23cc0419fe4498fb4ab2.wav,7.31
1def2b0d44c8ef7f9bc9803ae7d05056d08d7eec6636d21b17fbefba6a328759.wav,4.61
1b33478613b92f8bff1776504a87ea2c5ad3d5d2388e2770ca407711fac19467.wav,6.01
11a1a8768375814065bb262afbfa9d216927c87193e7f56beebc5bed49451cc4.wav,4.36
26b492bceb62925dfa187a5ebf0fd8980541224dea45ce2414e0eed15ec676fb.wav,6.62
002787dd4221904a7d646fba2e56ba4e01deca00d4927fe9c601abd10369ed19.wav,8.5
0c827a16c13232802884c38cb73a396444a78d5c139f86393690f55e7bd45ed5.wav,4.43
0e53dd944f7dd0280f09e3c373acbcb6cf95848d18e65e521c27aecec2947c0c.wav,7.06
2bd32eea09c14107459063edf61f8dccb5ec356b4c465d5beb9a8b45cdf968a4.wav,5.72
151cc852e1853a67bcd773fec6fd11eb510a3365558038b72052f24892c5dc8b.wav,5.62
19b97658d6d259471636f5be67eebfd2fa17fbd89b84c44de75b6c6123712be5.wav,2.92
07b1574e01a5ae07024ff2d72952d9bf2393d6c0b08bf736fc27ab333eb396aa.wav,5.4
15834748ec1571418715fe34e971e4728f254a83b0810056f91e91083d08ce60.wav,3.71
2f2cc1eee826ce48839a0826df3217100f6f4d928877467e13ff348310f7d8e2.wav,2.3
2258f6c9994baa79e9c539632840f7229f505102a72a6510da62fff537525f52.wav,5.04
20806ed38547bec98386ad2a8160ff5dd2a24feae8c929bb6024ed302dabb484.wav,4.68
118426ff7429b3a863371165af6b5222794437653f4cef8798ed47f23bdba103.wav,0.29
09d6da2015e09c3961210b3b6c645cd275322ee2ef17147bfd841eb42b8960f6.wav,5.98
0bb5d5cad246f73a644e6dd118bb491a38ec88efce83b07f0adc8f71573fffad.wav,5.58
043ae7caa51ca78646ba9212b9890ed867868e26be3e5adacbe7c608bc1d8868.wav,4.25
2c73120aa0797f81aa8efdf77c69ce26add9435fb58a8f2e0220d2e193c6c9df.wav,3.1
30368341a0f72901e6fbb43f44af1316e854f90b9f62d750382c02165218891b.wav,3.17
107d5297724f66491ddf097df8cc443513c25cbd3cf480b43d7429d24a09d552_1.wav,3.89
07691877b4f6aeb3ec4f7d30d0b0440a753ab4b6164fecad08416fc24c3b1168.wav,4.25
23d7db3c56ee9035f2db6438a0f90d1a7e48a0177dde0e9c458924865f8634dc.wav,4.03
0826468a8de4c2af051da054213e7996df52e05fd26bd5a000f81bf9e6198e9b.wav,4.79
256d8a0de56ba2027f36ac94854aba054314f0ea83b85c98b3fe1f7b628f62c6.wav,4.68
1d8e29e56b65aa247c83c0cfe22f979580e51f71033d0fa3d940e18a029b6364.wav,4.54
0dda3d5b67b7920c9e3862186c3d438271f474cd17552077b5378c6775055190.wav,6.98
127041ecdc83a507d38ba6157dd45e077e629ad91301fe5fdf2b01140b15231a.wav,5.62
298a71cac7129557d69ed0acdb9479e1bc7f25f708c807e0c49c16ccb5b3963e.wav,5.72
09aae766d3b78ca9b89b7f434fc70f05d454595cea73d390d555010228bb50af.wav,4.9
2415075379b922ac879a5134a91c11c60480dfb9630015f669387d8519fdc304.wav,5.18
3264b3542004aa3b21c4d9463bde7611ca02dec4c9bbad3e97ee03e9fafe1dc2.wav,4.0
10720d97a2e7a73521a752f9701bc40a4f78073619e9c1be335f29e1f9f90fc1.wav,5.11
1cdb9dab8a83cf9b64c9cbfcbb0cc430d463919b0ca72a689eff0828a74fea88.wav,5.9
061c8b4f712fc7746381211c2725735e2630f5c25d6f84cf27b392215f737b25.wav,4.9
0738ba3655c59165fe5f9be85041b3dc7b36c5b9a1af103cc6c128a1b0bda014.wav,3.71
0ce55104d4540992bea2d09df5347c1a0d0c5efdc09b717edb16f3dee520b8d5.wav,7.52
1b599facec8c0b3126c2771bf533aec67580513f99b99cfd6dbdd31cd68fc21f.wav,4.18
353abef657e431d38be7d592a12c12d3425f3e212b43295e012ef2a005f14430.wav,5.87
30b4033b48ace47999c036bf4d8839d196fe44f776d06c47758a16fc633f7141.wav,3.28
